Commodity,Classification,Grade,Sex,Market,Wholesale,Retail,Supply Volume,County,Date
Dry Maize,White Maize,-,-,Kagio,44.44/Kg,65.00/Kg,,Kirinyaga,2024-05-30
Dry Maize,White Maize,-,-,Mogogosiek Market,37.78/Kg,52.00/Kg,900.00,Bomet,2024-05-30
Dry Maize,Mixed-Traditional,-,-,Maua,38.89/Kg,50.00/Kg,24300.00,Meru,2024-05-30
Dry Maize,White Maize,-,-,Nyamakima,37.00/Kg,70.00/Kg,,Nairobi,2024-05-30
Dry Maize,Yellow Maize,-,-,Gikomba,66.67/Kg,100.00/Kg,,Nairobi,2024-05-30
Dry Maize,White Maize,-,-,Gikomba,30.00/Kg,60.00/Kg,,Nairobi,2024-05-30
Dry Maize,White Maize,-,-,Kawangware,40.00/Kg,50.00/Kg,,Nairobi,2024-05-30
Dry Maize,White Maize,-,-,Kangemi Market,37.78/Kg,-,,Nairobi,2024-05-30
Dry Maize,White Maize,-,-,Kangemi Market,37.78/Kg,-,,Nairobi,2024-05-30
Dry Maize,White Maize,-,-,Eldoret Main,40.00/Kg,42.50/Kg,6300.00,Uasin-Gishu,2024-05-30
Dry Maize,White Maize,-,-,Marindi,-,35.56/Kg,900.00,Migori,2024-05-30
Dry Maize,Mixed-Traditional,-,-,Serem - Nandi,37.50/Kg,50.00/Kg,20000.00,Nandi,2024-05-30
Dry Maize,White Maize,-,-,Webuye town,40.00/Kg,50.00/Kg,4000.00,Bungoma,2024-05-29
Dry Maize,White Maize,-,-,Kabiyet Market,0.03/Kg,0.03/Kg,1000.00,Nandi,2024-05-29
Dry Maize,White Maize,-,-,Rongo,40.00/Kg,35.55/Kg,4900.00,Migori,2024-05-29
Dry Maize,White Maize,-,-,Cheptulu,-,45.00/Kg,4000.00,Vihiga,2024-05-29
Dry Maize,White Maize,-,-,Cheptulu,-,45.00/Kg,4000.00,Vihiga,2024-05-29
Dry Maize,Yellow Maize,-,-,Gikomba,66.67/Kg,100.00/Kg,,Nairobi,2024-05-29
Dry Maize,White Maize,-,-,Gikomba,30.00/Kg,60.00/Kg,,Nairobi,2024-05-29
Dry Maize,White Maize,-,-,Nyamakima,37.00/Kg,70.00/Kg,,Nairobi,2024-05-29
Dry Maize,White Maize,-,-,Kangeta,38.89/Kg,40.00/Kg,1700.00,Meru,2024-05-29
Dry Maize,Mixed-Traditional,-,-,Mukuyu Market,33.33/Kg,35.56/Kg,,Muranga,2024-05-29
Dry Maize,White Maize,-,-,Kawangware,40.00/Kg,50.00/Kg,,Nairobi,2024-05-29
Dry Maize,White Maize,-,-,Makutano Kirinyaga,33.33/Kg,40.00/Kg,6500.00,Kirinyaga,2024-05-29
Dry Maize,White Maize,-,-,Isebania Market,26.67/Kg,32.00/Kg,75600.00,Migori,2024-05-28
Dry Maize,White Maize,-,-,Kerugoya,45.00/Kg,60.00/Kg,4500.00,Kirinyaga,2024-05-28
Dry Maize,White Maize,-,-,Kapsabet Market,37.78/Kg,40.00/Kg,10000.00,Nandi,2024-05-28
Dry Maize,White Maize,-,-,Kapkwen,35.56/Kg,60.00/Kg,28000.00,Bomet,2024-05-28
Dry Maize,White Maize,-,-,Kathonzweni,30.00/Kg,40.00/Kg,7200.00,Makueni,2024-05-28
Dry Maize,Mixed-Traditional,-,-,Nkubu,33.33/Kg,40.00/Kg,630.00,Meru,2024-05-28
Dry Maize,White Maize,-,-,Nyamakima,36.67/Kg,70.00/Kg,,Nairobi,2024-05-28
Dry Maize,White Maize,-,-,Gikomba,30.00/Kg,60.00/Kg,,Nairobi,2024-05-28
Dry Maize,White Maize,-,-,Kawangware,40.00/Kg,50.00/Kg,,Nairobi,2024-05-28
Dry Maize,White Maize,-,-,Kangemi Market,-,45.00/Kg,,Nairobi,2024-05-28
Dry Maize,White Maize,-,-,Kangemi Market,36.11/Kg,-,,Nairobi,2024-05-28
Dry Maize,Mixed-Traditional,-,-,Bondeni,37.50/Kg,45.00/Kg,500.00,Trans-Nzoia,2024-05-28
Dry Maize,White Maize,-,-,Ngurubani Market,33.33/Kg,40.00/Kg,5600.00,Kirinyaga,2024-05-28
Dry Maize,Mixed-Traditional,-,-,Kiria-ini Market,100.00/Kg,100.00/Kg,900.00,Muranga,2024-05-28
Dry Maize,Mixed-Traditional,-,-,Kitale Municipality Market,40.00/Kg,45.00/Kg,2100.00,Trans-Nzoia,2024-05-27
Dry Maize,Mixed-Traditional,-,-,Mabera,-,32.00/Kg,6000.00,Migori,2024-05-27
Dry Maize,Mixed-Traditional,-,-,Kabati Kitui,30.00/Kg,25.00/Kg,57000.00,Kitui,2024-05-27
Dry Maize,White Maize,-,-,Nyamakima,37.00/Kg,70.00/Kg,,Nairobi,2024-05-27
Dry Maize,White Maize,-,-,Nyamakima,36.67/Kg,70.00/Kg,,Nairobi,2024-05-27
Dry Maize,White Maize,-,-,Eldoret Main,50.00/Kg,55.00/Kg,2700.00,Uasin-Gishu,2024-05-27
Dry Maize,White Maize,-,-,Chebunyo,31.11/Kg,50.00/Kg,12000.00,Bomet,2024-05-27
Dry Maize,White Maize,-,-,Kutus,35.00/Kg,40.00/Kg,1650.00,Kirinyaga,2024-05-27
Dry Maize,White Maize,-,-,Kawangware,40.00/Kg,50.00/Kg,,Nairobi,2024-05-27
Dry Maize,White Maize,-,-,Kangemi Market,68.00/Kg,-,,Nairobi,2024-05-27
Dry Maize,Yellow Maize,-,-,Gikomba,66.67/Kg,100.00/Kg,,Nairobi,2024-05-27
Dry Maize,White Maize,-,-,Gikomba,31.11/Kg,60.00/Kg,,Nairobi,2024-05-27
Dry Maize,Yellow Maize,-,-,Kibuye,-,75.00/Kg,,Kisumu,2024-05-27
Dry Maize,White Maize,-,-,Kibuye,44.44/Kg,40.00/Kg,,Kisumu,2024-05-27
Dry Maize,White Maize,-,-,Kibiok,50.00/Kg,55.00/Kg,6000.00,Nandi,2024-05-26
Dry Maize,White Maize,-,-,Serem - Nandi,37.50/Kg,54.17/Kg,25000.00,Nandi,2024-05-25
Dry Maize,White Maize,-,-,Isebania Market,26.67/Kg,32.00/Kg,70000.00,Migori,2024-05-25
Dry Maize,White Maize,-,-,Serem - Vihiga,33.33/Kg,39.13/Kg,10000.00,Vihiga,2024-05-25
Dry Maize,White Maize,-,-,Kapsabet Market,38.89/Kg,40.00/Kg,10000.00,Nandi,2024-05-25
Dry Maize,White Maize,-,-,Kawangware,40.00/Kg,50.00/Kg,,Nairobi,2024-05-25
Dry Maize,White Maize,-,-,Marindi,28.00/Kg,32.00/Kg,900.00,Migori,2024-05-25
Dry Maize,White Maize,-,-,Rongo,35.56/Kg,35.55/Kg,4900.00,Migori,2024-05-24
Dry Maize,Mixed-Traditional,-,-,Ndanai,35.56/Kg,40.00/Kg,12000.00,Bomet,2024-05-24
Dry Maize,White Maize,-,-,Kisasi,38.00/Kg,42.00/Kg,,Kitui,2024-05-24
Dry Maize,Yellow Maize,-,-,Gikomba,66.67/Kg,100.00/Kg,,Nairobi,2024-05-24
Dry Maize,White Maize,-,-,Gikomba,30.00/Kg,60.00/Kg,,Nairobi,2024-05-24
Dry Maize,Mixed-Traditional,-,-,Nyamakima,37.00/Kg,70.00/Kg,,Nairobi,2024-05-24
Dry Maize,White Maize,-,-,Kasikeu,38.00/Kg,40.00/Kg,90.00,Makueni,2024-05-24
Dry Maize,White Maize,-,-,Nyamakima,36.67/Kg,70.00/Kg,,Nairobi,2024-05-24
Dry Maize,White Maize,-,-,Ngurubani Market,33.33/Kg,40.00/Kg,6500.00,Kirinyaga,2024-05-24
Dry Maize,White Maize,-,-,Makutano Kirinyaga,33.33/Kg,40.00/Kg,4500.00,Kirinyaga,2024-05-24
Dry Maize,White Maize,-,-,Kawangware,40.00/Kg,50.00/Kg,,Nairobi,2024-05-24
Dry Maize,Mixed-Traditional,-,-,Chuka,42.22/Kg,45.00/Kg,900.00,Tharaka-Nithi,2024-05-24
Dry Maize,White Maize,-,-,Kitale Municipality Market,35.00/Kg,45.00/Kg,2000.00,Trans-Nzoia,2024-05-23
Dry Maize,White Maize,-,-,Kagio,44.44/Kg,65.00/Kg,,Kirinyaga,2024-05-23
Dry Maize,White Maize,-,-,Keroka,42.22/Kg,55.00/Kg,23500.00,Nyamira,2024-05-23
Dry Maize,White Maize,-,-,Mogogosiek Market,33.33/Kg,52.00/Kg,360.00,Bomet,2024-05-23
Dry Maize,White Maize,-,-,Karatina,44.44/Kg,60.00/Kg,,Nyeri,2024-05-23
Dry Maize,White Maize,-,-,Nyamakima,90.00/Kg,70.00/Kg,,Nairobi,2024-05-23
